Type,ID,Name,Address,ReviewNum,LN(ReviewNum),Level,FlavorScore,EnvironmentScore,ServiceScore,5StarReviewNum,ApplauseRate,High-qualityMerchant,District,Area,PopularArea,PictureNum,ParkingNum,ParkingInfo,GroupPurchase,Promotion,AdvanceReservation,TakeOut,PerConsumption,BusinessDay,LN(BusinessDay),Label and Num,FunctionLabelScore,FlavorLabelScore,EnvironmentLabelScore,DishesLabelScore,ServiceLabelScore,Cost-effectiveLabelScore
粤菜,23464471,表妹香港靓点餐厅(海珠城店),江南大道中180号富力海珠城B区4楼410铺,4622,8.438582791,3.5,7.6,7.7,7.1,1837,39.74,0,海珠区,江南西,1,1586,5,1,0,0,0,1,58,783,6.663132696,回头客（213）上菜快（90）干净卫生（50）下午茶（244）不推荐（46）闺蜜聚会（13）朋友聚餐（8）家庭聚餐（6）深夜食堂（4）,0.788199697,0,0.075642965,0,0.136157337,0
粤菜,47217824,渔米粥(万达广场白云店),云城东路501号万达广场北中厅3层,1006,6.913737351,3.5,7.4,7.9,7.4,361,35.88,0,白云区,万达广场,0,393,0,0,1,0,0,0,75,674,6.513230111,饮品赞（46）海鲜棒（30）回头客（25）肉类好（21）干净卫生（8）分量少（144）上菜慢（33）不推荐（13）朋友聚餐（4）家庭聚餐（4）,0.140243902,0.295731707,0.024390244,0,0.100609756,0.43902439
粤菜,21682928,香港富临皇宫(五月花商业广场店),中山五路68号五月花商业广场8层(地铁公园前站E出口),2086,7.643003636,3.5,7.7,8.3,7.2,861,41.28,0,越秀区,北京路,1,682,10,1,1,0,0,0,101,1048,6.954638865,回头客（79）干净卫生（44）上菜快（24）下午茶（44）不推荐（15）请客（11）家庭聚餐（10）工作餐（5）朋友聚餐（4）文艺清新（3）,0.70292887,0,0.19665272,0,0.10041841,0
粤菜,94034183,搭台·烧卤专门店,海印又一城奥特莱斯广场1楼,42,3.737669618,3.5,7.4,7.8,7.6,20,47.62,1,番禺区,南村,0,33,0,0,1,1,0,1,73,64,4.158883083,服务热情（8）味道赞（6）干净卫生（4）午餐（6）,0.25,0.25,0.166666667,0,0.333333333,0
粤菜,57045130,大嫂镬仔(燕子岗店),燕子岗路30号,154,5.036952602,4,8.7,7.9,7.8,49,31.82,0,海珠区,工业大道,1,96,0,0,1,0,1,1,69,703,6.555356892,味道赞（49）回头客（14）服务热情（11）分量足（7）菜品不错（7）干净卫生（6）价格实惠（6）海鲜棒（4）深夜食堂（15）,0.243697479,0.504201681,0.050420168,0,0.092436975,0.109243697
粤菜,26980940,素满香(天河员村店),员村二横路员村地铁站C出口后面,582,6.366470448,4,8.2,7.5,8,310,53.26,1,天河区,天河公园,0,135,0,0,1,0,0,0,20,833,6.725033642,菜品健康（117）味道赞（115）性价比高（50）回头客（39）干净卫生（32）价格实惠（26）点心好（19）交通便利（5）饮品赞（5）,0.095588235,0.62745098,0.078431373,0,0.012254902,0.18627451
粤菜,13783383,御彩酒家,环市东路403号国际电子大厦五、六楼(近区庄),677,6.517671273,3.5,7.7,8.2,7,199,29.39,0,越秀区,环市东,0,326,9,1,0,0,0,0,91,1575,7.362010551,回头客（42）干净卫生（37）高大上（31）海鲜棒（11）下午茶（50）上菜慢（20）不推荐（13）家庭聚餐（11）请客（8）公司聚餐（3）,0.561946903,0.048672566,0.300884956,0,0.088495575,0
粤菜,32332783,点聚舜裕茶点荟(南关阁),南堤二马路34号三楼(北京路。天字码头附近。 原海员俱乐部旁边),743,6.610696045,4,8.5,7.9,7.6,345,46.43,1,越秀区,海珠广场,0,303,1,1,0,0,0,1,48,797,6.680854679,点心好（64）回头客（52）干净卫生（19）上菜快（11）肉类好（9）海鲜棒（4）高大上（4）下午茶（55）家庭聚餐（5）不推荐（4）,0.511013216,0.339207048,0.101321586,0,0.04845815,0
粤菜,92193889,物只卤鹅(花城汇店),黄埔大道西花城汇北区1128b铺(UA电影院旁),150,5.010635294,3.5,7.7,7.6,7.6,73,48.67,1,天河区,珠江新城,1,130,0,0,0,0,0,1,39,151,5.017279837,味道赞（40）肉类好（16）服务热情（15）干净卫生（11）主食赞（11）回头客（4）午餐（27）分量少（13）价格高（4）不推荐（3）,0.236111111,0.465277778,0.076388889,0,0.104166667,0.118055556
粤菜,21301312,表哥好味鹅(新塘店),新塘镇富丽路嘉华酒店1楼,478,6.169610732,4,8.3,7.5,8,306,64.02,1,增城区,新好景/大润发,0,96,0,0,0,0,0,0,89,1068,6.97354302,味道赞（223）回头客（32）海鲜棒（20）菜品不错（20）肉类好（13）干净卫生（7）主食赞（5）分量足（5）上菜快（3）不推荐（3）,0.105740181,0.848942598,0.021148036,0,0.009063444,0.01510574
粤菜,17818798,開飯餐厅(保利中环广场店),建设大马路18号保利中环购物中心保利中环广场南塔2层,485,6.184148891,3.5,7.6,7.9,7.3,124,25.57,0,越秀区,小北/淘金,0,325,0,0,0,0,0,0,83,601,6.398594935,回头客（28）上菜快（20）干净卫生（20）高大上（11）海鲜棒（4）分量少（58）不推荐（13）朋友聚餐（6）请客（3）家庭聚餐（3）,0.319277108,0.024096386,0.186746988,0,0.120481928,0.34939759
粤菜,3582769,羊城酒家 · 地道粤菜,小北路198号原越秀宾馆2-3楼(近越秀公园东门),572,6.349138991,3.5,7.6,8.1,7.2,197,34.44,0,越秀区,越秀公园,0,220,9,1,1,0,1,0,96,2818,7.943782692,点心好（29）回头客（20）高大上（15）干净卫生（13）海鲜棒（5）下午茶（14）上菜慢（10）请客（6）朋友聚餐（5）不推荐（5）,0.409836066,0.278688525,0.229508197,0,0.081967213,0
粤菜,65550645,鸽皇山庄 ? 蛇宴,龙洞迎龙路226号之三103(公交28路车迎龙路北站斜对面),90,4.49980967,4,8.1,7.6,8.1,63,70,1,天河区,龙洞/岑村,0,54,0,0,1,0,0,0,56,593,6.385194399,味道赞（32）服务热情（26）肉类好（21）菜品不错（9）主食赞（8）回头客（7）干净卫生（4）体验很棒（4）午餐（4）,0.095652174,0.608695652,0.034782609,0,0.260869565,0
粤菜,27500204,開飯餐厅(花城大道店),花城大道18号建滔广场首层(汉堡王旁),407,6.008813185,4,7.7,8.2,7.9,180,44.23,0,天河区,珠江新城,1,224,2,1,0,0,0,0,90,698,6.548219103,干净卫生（33）回头客（29）上菜快（13）深夜食堂（13）请客（8）下午茶（4）闺蜜聚会（4）公司聚餐（4）朋友聚餐（3）文艺清新（3）,0.554545455,0,0.327272727,0,0.118181818,0
粤菜,57388606,官塘居,南村镇官堂镇东路2号之一101,174,5.159055299,4,8,8.7,7.3,84,48.28,1,番禺区,南村,0,75,0,0,1,0,0,0,106,695,6.543911846,菜品健康（40）味道赞（26）服务热情（25）回头客（11）高大上（7）牛肉赞（6）价格高（12）环境私密（12）不推荐（5）分量少（5）,0.10738255,0.483221477,0.127516779,0,0.167785235,0.11409396
粤菜,519464,金濠海鲜酒家,寺右新马路2-18号(长城宾馆首层),90,4.49980967,3.5,7.3,7.7,7.4,39,43.33,0,越秀区,五羊新城,0,20,0,0,1,0,0,1,60,253,5.533389489,味道赞（18）菜品不错（13）服务热情（12）性价比高（7）回头客（3）上菜快（3）价格高（7）午餐（7）下午茶（4）分量少（4）,0.179487179,0.397435897,0,0,0.192307692,0.230769231
粤菜,18178320,虾饺妹(下渡路店),下渡路150号2楼(地铁鹭江站B出口),1890,7.544332108,3.5,7.7,7.4,7.4,637,33.7,0,海珠区,滨江路,1,598,7,1,1,0,0,1,59,1302,7.171656823,回头客（117）上菜快（33）肉类好（31）干净卫生（19）海鲜棒（4）下午茶（149）不推荐（27）深夜食堂（6）朋友聚餐（5）现做现卖（3）,0.779187817,0.088832487,0.04822335,0,0.083756345,0
粤菜,66387609,中国大酒店食街,流花路122号(中国大酒店1楼，近越秀公园),270,5.598421959,4,8,8.3,7.7,112,43.08,0,越秀区,越秀公园,0,138,4,1,1,0,0,0,124,2940,7.98616486,味道赞（41）回头客（10）干净卫生（5）高大上（4）点心好（4）复古（16）下午茶（5）分量少（5）现做现卖（4）深夜食堂（3）,0.226804124,0.463917526,0.257731959,0,0,0.051546392
粤菜,520579,御禾酒家(黄埔大道店),黄埔大道中328号(员村四横路口),332,5.805134969,4,7.9,7.8,7.6,67,29.39,0,天河区,天河公园,0,77,47,1,0,0,0,0,62,2669,7.889459149,回头客（19）干净卫生（6）下午茶（17）请客（15）公司聚餐（6）上菜慢（5）不推荐（4）朋友聚餐（3）现做现卖（3）年会（3）,0.864197531,0,0.074074074,0,0.061728395,0
粤菜,13934362,粤心阁,珠江新城冼村南路兴民路194号(利雅湾北门),142,4.955827058,4,8.1,7.9,7.3,95,66.9,1,天河区,珠江新城,1,48,8,1,1,0,0,0,347,1798,7.494430215,服务热情（37）味道赞（24）菜品不错（21）高大上（12）海鲜棒（5）回头客（4）肉类好（3）饮品赞（3）价格高（10）请客（5）,0.072580645,0.451612903,0.096774194,0,0.298387097,0.080645161
粤菜,17966753,御膳汤品(猎人坊店),珠江新城猎德村猎德大桥猎人坊,533,6.278521424,3.5,8.1,7.6,7.5,230,43.15,0,天河区,高德置地/花城汇,1,138,0,0,0,0,0,0,92,1329,7.192182059,味道赞（114）菜品不错（40）回头客（18）高大上（4）海鲜棒（3）价格高（42）分量少（23）复古（18）上菜慢（10）不推荐（6）,0.086330935,0.564748201,0.079136691,0,0.035971223,0.23381295
粤菜,3278959,幸运楼,北京路一街238号名盛广场8楼(近文明路),2269,7.727094485,3.5,7.4,7.9,6.5,498,22.57,0,越秀区,北京路,1,648,47,1,0,0,0,0,69,2932,7.983440063,回头客（103）干净卫生（40）下午茶（241）上菜慢（38）请客（27）不推荐（21）朋友聚餐（14）年会（13）深夜食堂（8）家庭聚餐（6）,0.847358121,0,0.078277886,0,0.074363992,0
粤菜,92350928,如轩砂锅粥(沿江东路店),沿江东路405号首层(港口中心对面),151,5.017279837,3.5,7.5,8.1,7.5,39,25.83,0,越秀区,沿江路/二沙岛,0,90,0,0,1,0,0,1,71,135,4.905274778,味道赞（29）干净卫生（13）回头客（12）分量足（8）点心好（6）菜品不错（6）价格高（9）深夜食堂（8）上菜慢（7）下午茶（3）,0.227722772,0.405940594,0.128712871,0,0.069306931,0.168316832
粤菜,4083373,粤顺粤德(宏发大厦店),天河南二路19-21号宏发大厦103铺(近丰兴广场),393,5.973809612,3.5,7.6,7.2,7,84,21.37,0,天河区,天河城/体育中心,1,118,7,1,1,0,1,0,60,2781,7.930565854,海鲜棒（25）饮品赞（21）肉类好（19）回头客（15）高大上（3）上菜慢（14）分量少（12）请客（7）朋友聚餐（4）工作餐（4）,0.241935484,0.524193548,0.024193548,0,0.112903226,0.096774194
粤菜,2788321,The Penthouse空中花园(珠江西路店),珠江新城珠江西路12号富力君悦大酒店21-22楼(近全球通大厦),122,4.804021045,3.5,7.4,7.6,7.5,48,42.11,0,天河区,珠江新城,1,40,4,1,0,0,0,0,936,2634,7.876258882,味道赞（28）服务热情（22）高大上（16）菜品不错（15）回头客（3）花园餐厅（14）价格高（6）上菜慢（3）请客（3）分量少（3）,0.053097345,0.380530973,0.265486726,0,0.221238938,0.079646018
粤菜,583779,张记旺角食街,水荫路7号(动物园南门内环桥底),1969,7.585281079,3.5,7.6,6.9,6.9,728,38.32,0,越秀区,区庄/动物园,0,245,32,1,0,0,0,1,64,2505,7.826044014,回头客（106）上菜快（56）干净卫生（17）冬天吃过瘾（5）深夜食堂（36）朋友聚餐（12）不推荐（10）公司聚餐（5）请客（5）,0.69047619,0.01984127,0.067460317,0,0.222222222,0
粤菜,90980648,三秋桂子(乐峰广场店),工业大道乐峰广场3楼,688,6.533788838,3.5,7.2,7.7,7.2,198,28.78,0,海珠区,工业大道,1,464,0,0,1,0,1,0,57,358,5.880532986,回头客（46）上菜快（20）海鲜棒（14）干净卫生（9）牛肉赞（9）分量少（46）不推荐（24）闺蜜聚会（5）朋友聚餐（4）家庭聚餐（4）,0.443181818,0.130681818,0.051136364,0,0.113636364,0.261363636
粤菜,520051,花园酒店·桃园馆,环市东路368号花园酒店3楼(近建设六马路),621,6.431331082,3.5,7.5,8.5,7.2,130,34.21,0,越秀区,小北/淘金,0,179,77,1,1,0,0,0,167,2846,7.953669779,回头客（29）高大上（21）干净卫生（7）下午茶（27）上菜慢（24）请客（24）不推荐（8）现做现卖（4）年会（4）朋友聚餐（3）,0.655629139,0,0.185430464,0,0.158940397,0
粤菜,3657583,云山珠水酒家,滨江东玉菡路26-28号珠江新岸公寓2-3楼(广州大桥南),860,6.756932389,4,8.2,9,7.8,541,62.91,1,海珠区,客村/赤岗,1,175,10,1,1,0,0,0,107,2656,7.884576511,回头客（50）干净卫生（28）高大上（26）海鲜棒（4）有萌宠（3）下午茶（17）上菜慢（13）不推荐（8）请客（6）家庭聚餐（3）,0.53164557,0.025316456,0.360759494,0,0.082278481,0
粤菜,8705929,鱼之鱼醉,花蕾路71号花地美食广场内(近顺德均安鱼庄),459,6.12905021,4,8,6.9,7.7,169,36.82,0,荔湾区,芳村,0,163,8,1,0,0,0,0,78,1787,7.488293515,味道赞（74）海鲜棒（35）回头客（22）肉类好（10）干净卫生（9）菜品不错（8）分量少（11）上菜慢（7）家庭聚餐（4）不推荐（4）,0.163043478,0.690217391,0.048913043,0,0.038043478,0.059782609
粤菜,58659005,东逸湾酒楼,沿江东路436号东逸湾酒店内,264,5.575949103,3.5,7.7,8.6,7.6,94,35.61,0,越秀区,沿江路/二沙岛,0,168,1,1,0,0,0,0,78,632,6.448889394,高大上（86）海鲜棒（14）回头客（8）干净卫生（7）下午茶（11）上菜慢（6）请客（6）家庭聚餐（4）不推荐（4）现做现卖（3）,0.241610738,0.093959732,0.624161074,0,0.040268456,0
粤菜,13671226,恒信客家王(华泰分店),先烈南路23号翠园楼1楼(肿瘤医院对面),1299,7.169350017,4,8.1,8.1,7.6,566,43.57,0,越秀区,环市东,0,102,0,0,1,0,0,1,68,1531,7.333676396,菜品不错（143）回头客（88）上菜快（74）干净卫生（9）海鲜棒（4）分量少（58）请客（7）不推荐（7）家庭聚餐（5）朋友聚餐（4）,0.278195489,0.368421053,0.022556391,0,0.185463659,0.145363409
粤菜,5200943,太兴餐厅(正佳广场店),天河路228号正佳广场4层(近体育中心),4220,8.347590407,3.5,7.4,7.7,7.1,1117,26.48,0,天河区,天河城/体育中心,1,1147,46,1,0,0,0,1,75,2371,7.771067086,回头客（199）干净卫生（78）上菜慢（120）下午茶（112）不推荐（41）朋友聚餐（22）请客（15）闺蜜聚会（14）深夜食堂（6）现做现卖（4）,0.668341709,0,0.130653266,0,0.201005025,0
粤菜,24301361,恒胜客邑一品客家味,天河客运站天源路8号（天河新天地对面，中间隔着一条大马路）(天河新天地对面),517,6.248042875,4,7.7,8.6,7.5,238,46.03,1,天河区,天河客运站,0,166,1,1,1,0,0,0,71,820,6.70930434,菜品不错（62）回头客（29）上菜快（15）高大上（11）干净卫生（9）海鲜棒（6）分量少（15）请客（10）不推荐（5）家庭聚餐（4）,0.289156627,0.409638554,0.120481928,0,0.090361446,0.090361446
粤菜,17712237,北斗翁·钓鱼翁·顶尊肥牛火锅(海港城购物中心店),沿江东路418号海港城购物中心2楼(大沙头码头),2423,7.792761721,4,8,7.9,7.5,999,41.23,0,越秀区,沿江路/二沙岛,0,489,5,1,0,0,0,0,93,1364,7.218176838,回头客（113）干净卫生（22）下午茶（92）上菜慢（42）不推荐（22）深夜食堂（17）家庭聚餐（9）朋友聚餐（8）现做现卖（4）,0.805471125,0,0.066869301,0,0.127659574,0
粤菜,2662264,新客家(丰江店),中山二路40号新侨酒店2-3楼(近电信广场),875,6.774223886,4,7.7,7.6,7.3,311,36.89,0,越秀区,中山二三路/东山口,1,126,18,1,1,0,0,1,74,2496,7.822444729,回头客（44）干净卫生（27）上菜快（26）海鲜棒（8）家庭聚餐（11）请客（9）不推荐（7）朋友聚餐（5）深夜食堂（5）公司聚餐（3）,0.579310345,0.055172414,0.186206897,0,0.179310345,0
粤菜,67927592,有米气酒楼(宝岗店),宝岗大道桥头(近江南西消防局),2428,7.794823152,3.5,8,7.4,7.1,866,35.67,0,海珠区,江南西,1,313,9,1,1,0,0,0,67,2492,7.82084088,回头客（129）干净卫生（24）深夜食堂（91）上菜慢（49）不推荐（14）下午茶（13）朋友聚餐（9）家庭聚餐（9）请客（7）公司聚餐（4）,0.790830946,0,0.068767908,0,0.140401146,0
粤菜,2683636,如轩砂锅粥(洛溪店),迎宾路99号卓维商务楼(东海花园对面),1800,7.495541944,4,7.9,8.1,8,917,51.14,1,番禺区,厦滘,0,153,17,1,1,0,1,1,86,2890,7.969011781,回头客（209）干净卫生（32）海鲜棒（16）有萌宠（7）深夜食堂（50）上菜慢（36）下午茶（14）不推荐（11）朋友聚餐（9）请客（3）,0.764857881,0.041343669,0.100775194,0,0.093023256,0
粤菜,8837311,美荣粉店,珠江街道麦栏街20号北京路地铁A出口亮星酒店,249,5.517452896,4,7.9,6.1,7,65,26.1,0,越秀区,北京路,1,186,1,1,0,0,1,0,37,1775,7.481555702,味道赞（40）肉类好（30）干净卫生（14）回头客（13）分量足（11）上菜快（4）海鲜棒（4）有萌宠（3）深夜食堂（64）现做现卖（4）,0.43315508,0.395721925,0.090909091,0,0.021390374,0.058823529
粤菜,32774017,榕记·专注蛇宴(荔湾店),荔湾路149号(原富士山鱼翅海鲜酒家),1054,6.960347729,3.5,7.6,6.8,6.6,313,30.63,0,荔湾区,中山七八路,0,372,12,1,1,0,0,1,151,2507,7.826842098,回头客（43）干净卫生（12）有萌宠（3）上菜慢（30）不推荐（10）请客（5）下午茶（4）深夜食堂（4）闺蜜聚会（3）家庭聚餐（3）,0.605263158,0,0.131578947,0,0.263157895,0
粤菜,90774512,街二清远清水鸡(东晓南店),东晓南地铁站B出口东北方100米,103,4.634728988,4,8.4,8.4,8.3,59,57.28,1,海珠区,东晓南,0,71,0,0,1,0,1,1,63,189,5.241747015,服务热情（29）味道赞（17）肉类好（10）主食赞（9）价格实惠（6）干净卫生（5）性价比高（5）午餐（5）,0.058139535,0.418604651,0.058139535,0,0.337209302,0.127906977
粤菜,21302574,靓仔买单,革新路139号中船汇首层(近太古仓),1871,7.534228326,3.5,7.5,7.6,7.3,717,38.32,0,海珠区,工业大道,1,753,3,1,1,0,0,1,83,1061,6.966967139,回头客（76）干净卫生（27）有萌宠（6）上菜慢（43）不推荐（27）朋友聚餐（12）深夜食堂（12）开放厨房（9）下午茶（7）家庭聚餐（5）,0.660714286,0,0.147321429,0,0.191964286,0
粤菜,45995075,聚荟私厨,芳兴路海宝湾水产市场内(滘口站A1、2出口往芳兴路方向直入400米),133,4.890349128,4,8.4,8.3,8.1,92,69.17,1,荔湾区,芳村,0,90,1,1,0,0,0,0,105,836,6.728628613,味道赞（37）服务热情（25）菜品不错（11）干净卫生（6）回头客（5）环境小资（5）体验很棒（3）价格高（4）请客（3）,0.080808081,0.484848485,0.111111111,0,0.282828283,0.04040404
粤菜,67030219,点聚舜裕茶点荟(天诚楼店),龙口东路346号天诚广场2楼,456,6.12249281,4,8.2,8.3,8.1,190,41.67,0,天河区,天河北,1,272,3,1,0,0,0,1,53,536,6.284134161,回头客（33）点心好（32）干净卫生（10）上菜快（6）高大上（3）下午茶（46）不推荐（6）工作餐（4）现做现卖（3）家庭聚餐（3）,0.650684932,0.219178082,0.089041096,0,0.04109589,0
粤菜,2592235,红头船美食坊(新港西路店),东晓路富力千禧花园金禧路68号(地铁晓港站a出口),1002,6.909753282,3.5,7.9,6.5,6.7,352,35.34,0,海珠区,新港西路,0,217,8,1,0,0,0,0,87,2302,7.741533589,回头客（61）菜品不错（61）上菜快（15）干净卫生（13）海鲜棒（13）有萌宠（3）主食赞（3）深夜食堂（42）分量少（23）不推荐（13）,0.469635628,0.311740891,0.064777328,0,0.060728745,0.093117409
粤菜,66394953,旺金鸽(中山七路店),中山七路39号(光复北路口),521,6.255750042,3.5,8,7,7,133,25.53,0,荔湾区,中山七八路,0,361,0,0,0,0,0,1,61,570,6.345636361,回头客（23）干净卫生（8）海鲜棒（6）有萌宠（3）不推荐（15）上菜慢（13）深夜食堂（4）家庭聚餐（4）纯原创（3）请客（3）,0.634146341,0.073170732,0.134146341,0,0.158536585,0
粤菜,21612974,上楼茶点餐厅(西门口店),中山六路248号颐高数码2楼(西门口地铁D出口),3207,8.0730912,4,7.8,7.7,7.3,1216,37.92,0,越秀区,中山六路,0,649,3,1,0,0,0,1,56,1068,6.97354302,回头客（175）上菜快（76）干净卫生（33）下午茶（175）不推荐（20）朋友聚餐（16）工作餐（4）现做现卖（4）深夜食堂（3）家庭聚餐（3）,0.785854617,0,0.064833006,0,0.149312377,0
粤菜,65603245,如轩砂锅粥(车陂店),中山大道182号东景广场A栋一楼(农业银行旁),507,6.228511004,4,7.7,8.5,7.8,229,45.17,1,天河区,车陂/东圃,0,207,3,1,1,1,0,1,73,611,6.415096959,干净卫生（42）回头客（36）海鲜棒（5）高大上（5）分量少（25）深夜食堂（23）上菜慢（15）下午茶（10）不推荐（6）请客（3）,0.458823529,0.029411765,0.276470588,0,0.088235294,0.147058824
粤菜,4500854,喜悦酒家(先烈中路店),先烈中路80号汇华商贸大厦五楼(近区庄立交),832,6.723832441,4,8.1,7.6,7.3,355,42.67,0,越秀区,区庄/动物园,0,136,7,1,0,0,0,1,57,1980,7.590852124,回头客（57）肉类好（24）海鲜棒（9）干净卫生（8）上菜慢（16）下午茶（14）家庭聚餐（9）不推荐（5）请客（4）年会（3）,0.617449664,0.22147651,0.053691275,0,0.10738255,0
粤菜,8880409,太兴餐厅(西城都荟店),黄沙大道8号西城都荟L2层211铺(近黄沙地铁站D出口),3417,8.136518252,3.5,7.5,7.7,7,1179,34.5,0,荔湾区,西城都荟,0,1123,15,1,0,0,0,0,66,1678,7.425357887,回头客（171）干净卫生（74）上菜快（69）有萌宠（9）下午茶（128）不推荐（29）闺蜜聚会（10）朋友聚餐（8）深夜食堂（4）现做现卖（3）,0.692929293,0,0.167676768,0,0.139393939,0
粤菜,4282018,表妹香港靓点餐厅(较场西路店),较场西路11号体宾商务港一楼(近海印体育宾馆),7410,8.910585718,4,7.9,7.7,7.3,3101,41.85,0,越秀区,中山二三路/东山口,1,1044,24,1,0,0,0,1,54,2626,7.873217055,回头客（566）上菜快（141）干净卫生（76）有萌宠（7）下午茶（323）深夜食堂（98）不推荐（31）朋友聚餐（20）现做现卖（14）闺蜜聚会（7）,0.824451411,0,0.065047022,0,0.110501567,0
粤菜,3316927,博雅山房,太平镇676乡道牛心岭军区对面,149,5.003946306,4,8.1,9,7.8,53,35.81,0,从化区,太平镇/太平商业街,0,83,6,1,0,0,0,0,77,2754,7.920809679,菜品不错（25）味道赞（24）肉类好（14）回头客（5）上菜快（4）高大上（4）饮品赞（3）古香古色（11）复古（9）现做现卖（3）,0.087912088,0.725274725,0.142857143,0,0.043956044,0
粤菜,20846182,百乐门喜宴(东方文德广场店),文德路66号东方文德广场四楼(文德路小学对面，文明路及文德路交界处),2253,7.72001794,3.5,7.5,8,7.3,972,43.14,0,越秀区,北京路,1,496,5,1,1,0,0,0,74,1111,7.01301579,回头客（116）高大上（62）干净卫生（55）上菜快（38）下午茶（137）分量少（72）不推荐（14）朋友聚餐（6）请客（4）年会（3）,0.552268245,0,0.230769231,0,0.07495069,0.142011834
粤菜,68226012,山顶沙河粉(广百新一城店),宝岗大道498号广百新一城4层,624,6.436150368,3.5,7.6,8.1,7.6,237,37.98,0,海珠区,江南西,1,324,1,1,0,0,0,1,54,463,6.137727054,回头客（33）上菜快（21）干净卫生（19）海鲜棒（5）主食赞（4）高大上（3）分量少（34）下午茶（16）现做现卖（13）不推荐（11）,0.459119497,0.056603774,0.13836478,0,0.132075472,0.213836478
粤菜,56664343,孖记士多,米市路47号泗巷内(近惠福西路),1129,7.029087564,3.5,7.4,5.1,6,193,19.18,0,越秀区,中山六路,0,550,36,1,0,0,0,0,42,2739,7.915348169,回头客（43）干净卫生（24）有萌宠（5）深夜食堂（34）弄堂小店（24）上菜慢（22）不推荐（20）朋友聚餐（7）现做现卖（5）,0.592391304,0,0.288043478,0,0.119565217,0
粤菜,6077064,上楼茶点餐厅(江燕路店),江燕路37号TIT润政广场2楼,4289,8.363808885,4,7.9,7.5,7.3,1819,42.41,0,海珠区,工业大道,1,483,11,1,1,0,0,1,51,1907,7.553286606,回头客（352）上菜快（94）干净卫生（53）有萌宠（4）下午茶（189）朋友聚餐（11）家庭聚餐（9）不推荐（9）深夜食堂（6）现做现卖（5）,0.793715847,0,0.077868852,0,0.128415301,0
粤菜,77287366,大灰雄·佛跳墙主题农庄,芳村龙溪中路荔湾国际城对面,29,3.36729583,4,8,7.5,7.8,14,48.28,1,荔湾区,芳村,0,20,0,0,1,0,0,0,67,314,5.749392986,味道赞（9）,0,1,0,0,0,0
粤菜,5443528,合得人富林酒家(中广大厦分店),人民北路612号中广大厦3楼(近东风西路),1390,7.237059026,4,8.1,7.1,7.5,555,39.9,0,越秀区,火车站/人民北路,0,229,1,1,1,0,1,0,81,2158,7.676937146,回头客（87）牛肉赞（45）上菜快（35）海鲜棒（11）干净卫生（9）家庭聚餐（12）请客（10）公司聚餐（9）朋友聚餐（5）不推荐（5）,0.561403509,0.245614035,0.039473684,0,0.153508772,0
粤菜,8674603,娜仁图雅蒙古美食村(奥体店),奥体南路12号优托邦1层五期F-109号(迪卡侬后面),691,6.538139824,4,7.9,8.1,7.5,299,43.27,0,天河区,天河区,0,111,7,1,1,0,1,1,98,1767,7.477038472,味道赞（145）回头客（32）有表演（24）干净卫生（4）有萌宠（3）分量少（14）上菜慢（8）请客（8）不推荐（8）公司聚餐（3）,0.204819277,0.582329317,0.124497992,0,0.032128514,0.0562249
粤菜,4497972,标记美食(兴南大道店),兴南大道831号,198,5.288267031,4,8.1,6.5,6.5,64,32.32,0,番禺区,南村,0,128,4,1,0,0,0,0,52,2608,7.866338923,味道赞（28）回头客（13）肉类好（13）菜品健康（7）价格实惠（4）有萌宠（3）深夜食堂（30）国庆节（16）上菜慢（3）不推荐（3）,0.516666667,0.4,0.025,0,0.025,0.033333333
粤菜,58959155,清心鸡沙田乳鸽店(金融店),一德路果菜直街17号(金融街),624,6.436150368,4,7.8,7.3,7.5,276,44.23,0,越秀区,海珠广场,0,196,0,0,0,0,0,0,63,631,6.447305863,肉类好（114）回头客（23）干净卫生（16）海鲜棒（8）分量少（15）不推荐（11）上菜慢（10）弄堂小店（6）家庭聚餐（5）朋友聚餐（3）,0.199052133,0.578199052,0.104265403,0,0.047393365,0.071090047
粤菜,9957014,粤顺粤德(花城汇店),冼村街道花城广场珠江东路30号东花城汇北区B区B1层1070,305,5.720311777,3.5,7.5,7.4,7.2,63,20.66,0,天河区,高德置地/花城汇,1,115,0,0,1,0,1,1,61,1625,7.393263095,饮品赞（17）上菜快（16）回头客（15）海鲜棒（11）肉类好（8）干净卫生（3）不推荐（7）朋友聚餐（6）工作餐（4）公司聚餐（3）,0.388888889,0.4,0.033333333,0,0.177777778,0
粤菜,21163411,龙庭盛宴(海珠·合生店),昌岗中路188号海珠·合生生活天地3层,1253,7.133295955,3.5,7.9,8.3,7.5,585,46.65,1,海珠区,江南大道,1,270,2,1,1,0,0,0,111,1078,6.982862751,回头客（75）干净卫生（44）上菜慢（40）家庭聚餐（14）请客（12）下午茶（8）不推荐（7）朋友聚餐（5）现做现卖（4）闺蜜聚会（3）,0.598086124,0,0.210526316,0,0.19138756,0
粤菜,4560776,富鸽天下(南洲路店),南洲路78号之二,685,6.529418838,3.5,8,6.7,7,206,30.07,0,海珠区,海珠其他,0,311,12,1,0,0,0,0,69,2539,7.839525582,肉类好（161）味道赞（143）主食赞（84）回头客（49）海鲜棒（12）上菜快（10）干净卫生（9）不推荐（10）现做现卖（5）家庭聚餐（4）,0.13963039,0.821355236,0.018480493,0,0.020533881,0
